invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,vat,total,dtme,tme,payment_method,cogs,gross_margin_pct,gross_income,rating,time_of_day,day_name,month_name,month_num,quarter
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,2019-01-03,19:17:00,Cash,42.24,4.7619,44.35199778240011,9.7,evening,Thursday,January,1,2019Q1
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,11:44:00,Credit card,193.86,4.7619,203.55298982235053,8.8,morning,Monday,January,1,2019Q1
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,2019-01-27,15:51:00,Cash,24.06,4.7619,25.26299873685006,5.1,afternoon,Sunday,January,1,2019Q1
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2019-02-26,16:52:00,Ewallet,598.26,4.7619,628.1729685913515,7.9,evening,Tuesday,February,2,2019Q1
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,2019-01-07,20:52:00,Cash,335.79,4.7619,352.5794823710259,6.2,evening,Monday,January,1,2019Q1
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,17:36:00,Cash,218.2,4.7619,229.10998854450057,7.1,evening,Monday,January,1,2019Q1
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,13:23:00,Ewallet,381.68,4.7619,400.763979961801,6.4,afternoon,Saturday,February,2,2019Q1
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,16:28:00,Cash,709.9,4.7619,745.3949627302518,5.7,evening,Wednesday,March,3,2019Q1
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,2019-03-20,19:57:00,Credit card,440.2,4.7619,462.2099768895012,9.6,evening,Wednesday,March,3,2019Q1
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2019-02-15,17:01:00,Credit card,559.68,4.7619,587.6639706168014,6.4,evening,Friday,February,2,2019Q1
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,2019-03-06,13:29:00,Credit card,37.0,4.7619,38.849998057500095,7.9,afternoon,Wednesday,March,3,2019Q1
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.107,2019-01-06,11:09:00,Cash,15.34,4.7619,16.10699919465004,6.5,morning,Sunday,January,1,2019Q1
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,2019-03-04,15:02:00,Ewallet,598.98,4.7619,628.9289685535516,8.5,afternoon,Monday,March,3,2019Q1
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.214,2019-03-12,14:21:00,Cash,190.68,4.7619,200.2139899893005,9.1,afternoon,Tuesday,March,3,2019Q1
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2019-02-20,18:01:00,Cash,333.4,4.7619,350.0699824965008,7.6,evening,Wednesday,February,2,2019Q1
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,2019-03-24,14:49:00,Cash,74.86,4.7619,78.60299606985019,6.9,afternoon,Sunday,March,3,2019Q1
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,12:02:00,Cash,213.75,4.7619,224.4374887781256,9.5,afternoon,Thursday,January,1,2019Q1
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,13:30:00,Credit card,339.57,4.7619,356.54848217257586,5.2,afternoon,Friday,January,1,2019Q1
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2019-02-03,14:38:00,Cash,664.16,4.7619,697.3679651316016,4.2,afternoon,Sunday,February,2,2019Q1
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,17:37:00,Credit card,403.0,4.7619,423.149978842501,7.0,evening,Thursday,January,1,2019Q1
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,2019-03-14,17:20:00,Ewallet,194.95,4.7619,204.69748976512548,6.0,evening,Thursday,March,3,2019Q1
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,20:29:00,Cash,62.48,4.7619,65.60399671980016,4.7,evening,Monday,February,2,2019Q1
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,2019-01-21,10:00:00,Cash,72.72,4.7619,76.35599618220019,7.1,morning,Monday,January,1,2019Q1
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,2019-03-13,11:46:00,Ewallet,181.1,4.7619,190.15499049225048,5.9,morning,Wednesday,March,3,2019Q1
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,13:42:00,Cash,259.6,4.7619,272.5799863710007,7.5,afternoon,Sunday,March,3,2019Q1
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,2019-03-29,14:44:00,Cash,115.36,4.7619,121.1279939436003,6.4,afternoon,Friday,March,3,2019Q1
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,2019-01-10,14:16:00,Ewallet,470.28,4.7619,493.7939753103012,5.8,afternoon,Thursday,January,1,2019Q1
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,15:54:00,Cash,240.04,4.7619,252.0419873979006,4.5,afternoon,Friday,January,1,2019Q1
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,10:21:00,Cash,88.61,4.7619,93.04049534797522,7.7,morning,Saturday,January,1,2019Q1
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,2019-01-02,18:09:00,Credit card,199.64,4.7619,209.6219895189005,6.7,evening,Wednesday,January,1,2019Q1
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,2019-03-12,16:46:00,Credit card,39.01,4.7619,40.9604979519751,4.7,evening,Tuesday,March,3,2019Q1
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2019-02-25,15:31:00,Cash,48.61,4.7619,51.04049744797513,4.4,afternoon,Monday,February,2,2019Q1
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,17:15:00,Credit card,204.76,4.7619,214.9979892501005,4.7,evening,Monday,March,3,2019Q1
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2019-02-23,12:29:00,Cash,119.68,4.7619,125.66399371680032,8.6,afternoon,Saturday,February,2,2019Q1
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,20:14:00,Ewallet,505.4,4.7619,530.6699734665012,4.3,evening,Tuesday,March,3,2019Q1
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,2019-03-30,13:22:00,Cash,281.61,4.7619,295.69048521547575,9.6,afternoon,Saturday,March,3,2019Q1
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2019-02-17,17:09:00,Cash,710.32,4.7619,745.8359627082019,4.1,evening,Sunday,February,2,2019Q1
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,2019-03-21,10:40:00,Ewallet,79.44,4.7619,83.4119958294002,4.7,morning,Thursday,March,3,2019Q1
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,17:43:00,Cash,163.82,4.7619,172.0109913994504,7.8,evening,Tuesday,March,3,2019Q1
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,2019-01-31,14:04:00,Cash,479.58,4.7619,503.5589748220512,5.5,afternoon,Thursday,January,1,2019Q1
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,19:05:00,Ewallet,138.66,4.7619,145.59299272035037,9.7,evening,Tuesday,February,2,2019Q1
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2019-02-01,10:08:00,Credit card,71.15,4.7619,74.70749626462519,4.4,morning,Friday,February,2,2019Q1
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,2019-03-07,13:12:00,Cash,139.95,4.7619,146.94749265262536,5.0,afternoon,Thursday,March,3,2019Q1
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,20:51:00,Cash,781.3,4.7619,820.364958981752,4.4,evening,Sunday,February,2,2019Q1
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,2019-02-14,17:29:00,Cash,198.74,4.7619,208.67698956615047,5.2,evening,Thursday,February,2,2019Q1
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,10:25:00,Cash,63.24,4.7619,66.40199667990017,7.3,morning,Saturday,February,2,2019Q1
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,2019-01-10,11:34:00,Cash,373.95,4.7619,392.647480367626,4.9,morning,Thursday,January,1,2019Q1
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,2019-03-11,18:58:00,Credit card,207.69,4.7619,218.07448909627556,8.1,evening,Monday,March,3,2019Q1
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,2019-02-18,16:28:00,Ewallet,176.28,4.7619,185.0939907453005,8.4,evening,Monday,February,2,2019Q1
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,20:26:00,Cash,206.37,4.7619,216.68848916557556,5.5,evening,Tuesday,February,2,2019Q1
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,2019-01-18,15:08:00,Cash,39.42,4.7619,41.390997930450105,8.4,afternoon,Friday,January,1,2019Q1
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2019-02-15,18:03:00,Ewallet,91.56,4.7619,96.13799519310024,9.8,evening,Friday,February,2,2019Q1
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,2019-03-08,13:21:00,Cash,308.85,4.7619,324.29248378537585,6.7,afternoon,Friday,March,3,2019Q1
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,12:48:00,Credit card,129.12,4.7619,135.57599322120035,9.4,afternoon,Thursday,January,1,2019Q1
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.508,2019-03-12,19:53:00,Ewallet,390.96,4.7619,410.507979474601,6.4,evening,Tuesday,March,3,2019Q1
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,2019-03-09,19:09:00,Cash,498.9,4.7619,523.8449738077512,5.4,evening,Saturday,March,3,2019Q1
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,2019-03-12,16:30:00,Cash,377.04,4.7619,395.891980205401,8.6,evening,Tuesday,March,3,2019Q1
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.746,2019-01-25,10:11:00,Credit card,204.52,4.7619,214.74598926270053,4.0,morning,Friday,January,1,2019Q1
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.712,2019-03-25,13:07:00,Cash,145.44,4.7619,152.71199236440037,7.6,afternoon,Monday,March,3,2019Q1
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2019-02-07,18:48:00,Cash,198.18,4.7619,208.0889895955505,6.8,evening,Thursday,February,2,2019Q1
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2019-02-17,17:27:00,Credit card,98.7,4.7619,103.63499481825026,9.1,evening,Sunday,February,2,2019Q1
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2019-02-03,15:59:00,Cash,385.1,4.7619,404.354979782251,5.5,afternoon,Sunday,February,2,2019Q1
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,2.348,49.308,2019-03-14,11:21:00,Credit card,46.96,4.7619,49.30799753460012,7.9,morning,Thursday,March,3,2019Q1
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.675,77.175,2019-03-24,13:48:00,Ewallet,73.5,4.7619,77.17499614125019,8.5,afternoon,Sunday,March,3,2019Q1
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,2019-03-21,10:17:00,Credit card,142.25,4.7619,149.36249253187538,9.1,morning,Thursday,March,3,2019Q1
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,15:49:00,Ewallet,687.6,4.7619,721.9799639010018,7.5,afternoon,Tuesday,March,3,2019Q1
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2019-02-24,13:02:00,Cash,347.7,4.7619,365.0849817457509,5.2,afternoon,Sunday,February,2,2019Q1
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,2019-03-28,12:58:00,Credit card,142.95,4.7619,150.09749249512535,9.5,afternoon,Thursday,March,3,2019Q1
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.649,2019-02-05,15:26:00,Credit card,385.38,4.7619,404.648979767551,8.9,afternoon,Tuesday,February,2,2019Q1
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2019-02-10,18:23:00,Credit card,144.27,4.7619,151.48349242582535,7.8,evening,Sunday,February,2,2019Q1
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,2019-03-05,19:06:00,Ewallet,391.79,4.7619,411.379479431026,8.9,evening,Tuesday,March,3,2019Q1
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,2019-02-15,20:21:00,Cash,538.3,4.7619,565.2149717392514,7.7,evening,Friday,February,2,2019Q1
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,2019-01-30,16:24:00,Ewallet,485.15,4.7619,509.4074745296263,9.3,evening,Wednesday,January,1,2019Q1
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2019-02-14,15:04:00,Cash,133.95,4.7619,140.64749296762534,6.2,afternoon,Thursday,February,2,2019Q1
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2019-02-27,16:10:00,Ewallet,701.37,4.7619,736.4384631780769,7.6,evening,Wednesday,February,2,2019Q1
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2019-02-04,12:14:00,Cash,71.95,4.7619,75.54749622262518,7.3,afternoon,Monday,February,2,2019Q1
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,10:13:00,Cash,714.0,4.7619,749.6999625150019,4.7,morning,Sunday,January,1,2019Q1
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,2019-03-28,17:38:00,Cash,182.14,4.7619,191.24699043765045,5.1,evening,Thursday,March,3,2019Q1
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,11:06:00,Credit card,135.0,4.7619,141.74999291250035,4.8,morning,Wednesday,February,2,2019Q1
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2019-02-15,14:53:00,Credit card,993.0,4.7619,1042.6499478675023,6.6,afternoon,Friday,February,2,2019Q1
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,18:22:00,Cash,361.83,4.7619,379.9214810039259,5.5,evening,Saturday,January,1,2019Q1
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,19:02:00,Credit card,383.11,4.7619,402.265479886726,8.5,evening,Thursday,March,3,2019Q1
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,14:16:00,Cash,243.0,4.7619,255.14998724250063,4.8,afternoon,Saturday,March,3,2019Q1
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,2019-03-04,15:44:00,Cash,30.24,4.7619,31.75199841240008,8.4,afternoon,Monday,March,3,2019Q1
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,374.388,2019-01-07,12:20:00,Credit card,356.56,4.7619,374.3879812806009,7.8,afternoon,Monday,January,1,2019Q1
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,2019-03-08,20:01:00,Credit card,375.5,4.7619,394.274980286251,9.3,evening,Friday,March,3,2019Q1
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,2019-01-09,13:45:00,Cash,954.4,4.7619,1002.1199498940024,5.2,afternoon,Wednesday,January,1,2019Q1
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,15:40:00,Ewallet,82.5,4.7619,86.62499566875022,6.5,afternoon,Friday,March,3,2019Q1
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,2019-03-16,16:58:00,Cash,74.97,4.7619,78.7184960640752,5.6,evening,Saturday,March,3,2019Q1
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,2019-02-17,11:12:00,Credit card,647.68,4.7619,680.0639659968016,7.4,morning,Sunday,February,2,2019Q1
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,793.548,2019-02-27,15:12:00,Cash,755.76,4.7619,793.547960322602,9.1,afternoon,Wednesday,February,2,2019Q1
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.559,2019-03-07,20:37:00,Ewallet,199.58,4.7619,209.55898952205047,8.0,evening,Thursday,March,3,2019Q1
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,2019-01-21,17:44:00,Cash,439.32,4.7619,461.2859769357011,7.2,evening,Monday,January,1,2019Q1
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2019-02-19,16:23:00,Cash,164.96,4.7619,173.20799133960043,7.1,evening,Tuesday,February,2,2019Q1
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,2019-01-06,12:12:00,Cash,326.72,4.7619,343.0559828472009,9.1,afternoon,Sunday,January,1,2019Q1
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,19:33:00,Cash,461.88,4.7619,484.9739757513012,5.6,evening,Thursday,March,3,2019Q1
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,2019-03-24,10:29:00,Cash,263.76,4.7619,276.94798615260066,6.0,morning,Sunday,March,3,2019Q1
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,14:28:00,Cash,143.6,4.7619,150.77999246100038,5.4,afternoon,Sunday,January,1,2019Q1
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,9.675,203.175,2019-03-06,12:46:00,Credit card,193.5,4.7619,203.1749898412505,7.8,afternoon,Wednesday,March,3,2019Q1
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2019-02-02,19:40:00,Cash,183.82,4.7619,193.01099034945048,9.9,evening,Saturday,February,2,2019Q1
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,19:39:00,Credit card,121.92,4.7619,128.01599359920033,4.9,evening,Friday,January,1,2019Q1
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,17:54:00,Ewallet,420.66,4.7619,441.6929779153511,5.2,evening,Thursday,March,3,2019Q1
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,12:25:00,Cash,252.48,4.7619,265.10398674480064,8.9,afternoon,Tuesday,January,1,2019Q1
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,2019-01-03,16:47:00,Credit card,335.45,4.7619,352.22248238887585,9.1,evening,Thursday,January,1,2019Q1
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,24.175,507.675,2019-01-14,12:52:00,Ewallet,483.5,4.7619,507.6749746162512,7.0,afternoon,Monday,January,1,2019Q1
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,2019-01-05,19:50:00,Credit card,318.42,4.7619,334.34098328295084,9.6,evening,Saturday,January,1,2019Q1
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,18:17:00,Ewallet,668.43,4.7619,701.8514649074267,8.7,evening,Friday,February,2,2019Q1
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2019-02-06,17:20:00,Ewallet,387.92,4.7619,407.315979634201,9.4,evening,Wednesday,February,2,2019Q1
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,2019-01-30,13:32:00,Credit card,94.6,4.7619,99.32999503350024,4.0,afternoon,Wednesday,January,1,2019Q1
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,16.466,345.786,2019-01-11,10:37:00,Credit card,329.32,4.7619,345.78598271070086,7.5,morning,Friday,January,1,2019Q1
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,14:35:00,Cash,53.22,4.7619,55.88099720595014,4.2,afternoon,Tuesday,March,3,2019Q1
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,2019-01-14,12:09:00,Cash,498.45,4.7619,523.3724738313763,9.9,afternoon,Monday,January,1,2019Q1
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,314.538,2019-03-01,15:32:00,Ewallet,299.56,4.7619,314.5379842731008,4.2,afternoon,Friday,March,3,2019Q1
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.935,2019-01-06,13:58:00,Ewallet,204.7,4.7619,214.9349892532505,9.9,afternoon,Sunday,January,1,2019Q1
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,2019-01-31,13:19:00,Cash,75.82,4.7619,79.61099601945018,5.8,afternoon,Thursday,January,1,2019Q1
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,294.651,2019-03-11,13:37:00,Cash,280.62,4.7619,294.6509852674507,6.0,afternoon,Monday,March,3,2019Q1
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,16:49:00,Credit card,323.2,4.7619,339.3599830320008,10.0,evening,Wednesday,February,2,2019Q1
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27,14:55:00,Ewallet,486.63,4.7619,510.9614744519263,9.5,afternoon,Sunday,January,1,2019Q1
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.917,2019-03-10,14:04:00,Credit card,127.54,4.7619,133.91699330415034,6.6,afternoon,Sunday,March,3,2019Q1
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2019-02-15,12:31:00,Cash,241.44,4.7619,253.51198732440065,8.1,afternoon,Friday,February,2,2019Q1
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,14:51:00,Cash,379.5,4.7619,398.474980076251,9.7,afternoon,Saturday,January,1,2019Q1
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2019-02-13,18:27:00,Ewallet,76.82,4.7619,80.6609959669502,7.2,evening,Wednesday,February,2,2019Q1
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,2019-03-09,12:45:00,Credit card,522.6,4.7619,548.7299725635014,6.2,afternoon,Saturday,March,3,2019Q1
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.727,2019-03-06,10:36:00,Ewallet,79.74,4.7619,83.7269958136502,7.3,morning,Wednesday,March,3,2019Q1
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,2019-01-24,20:36:00,Ewallet,387.5,4.7619,406.874979656251,4.3,evening,Thursday,January,1,2019Q1
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,2019-03-13,14:16:00,Ewallet,271.35,4.7619,284.9174857541257,4.6,afternoon,Wednesday,March,3,2019Q1
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,2019-03-15,10:26:00,Cash,122.31,4.7619,128.4254935787253,5.8,morning,Friday,March,3,2019Q1
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,2019-03-05,13:30:00,Credit card,246.36,4.7619,258.6779870661006,8.3,afternoon,Tuesday,March,3,2019Q1
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.818,2019-03-04,16:28:00,Cash,173.16,4.7619,181.81799090910044,8.0,evening,Monday,March,3,2019Q1
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.409,2019-03-25,20:18:00,Credit card,236.58,4.7619,248.40898757955063,9.4,evening,Monday,March,3,2019Q1
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,2019-03-12,20:04:00,Credit card,184.88,4.7619,194.1239902938005,6.2,evening,Tuesday,March,3,2019Q1
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2019-02-04,13:38:00,Ewallet,13.98,4.7619,14.678999266050036,9.8,afternoon,Monday,February,2,2019Q1
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2019-02-22,10:43:00,Ewallet,198.75,4.7619,208.68748956562555,9.6,morning,Friday,February,2,2019Q1
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2019-02-16,17:30:00,Ewallet,684.53,4.7619,718.7564640621767,4.9,evening,Saturday,February,2,2019Q1
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.492,2019-01-19,15:28:00,Credit card,269.04,4.7619,282.4919858754007,8.0,afternoon,Saturday,January,1,2019Q1
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,2019-01-11,19:07:00,Credit card,68.95,4.7619,72.39749638012518,7.8,evening,Friday,January,1,2019Q1
